N,steps,residual
100,2677,0.000534029
100,2678,0.000533826
100,2679,0.000533511
100,2680,0.0005333
100,2681,0.000532993
100,2682,0.000532775
100,2683,0.000532476
100,2684,0.00053225
100,2685,0.000531959
100,2686,0.000531725
100,2687,0.000531442
100,2688,0.000531201
100,2689,0.000530925
100,2690,0.000530677
100,2691,0.000530409
100,2692,0.000530153
100,2693,0.000529893
100,2694,0.00052963
100,2695,0.000529378
100,2696,0.000529107
100,2697,0.000528863
100,2698,0.000528585
100,2699,0.000528348
100,2700,0.000528062
100,2701,0.000527833
100,2702,0.000527541
100,2703,0.000527319
100,2704,0.000527024
100,2705,0.000526805
100,2706,0.000526516
100,2707,0.000526292
100,2708,0.000526008
100,2709,0.000525779
100,2710,0.000525501
100,2711,0.000525266
100,2712,0.000524994
100,2713,0.000524753
100,2714,0.000524487
100,2715,0.000524241
100,2716,0.000523981
100,2717,0.000523729
100,2718,0.000523474
100,2719,0.000523218
100,2720,0.000522968
100,2721,0.000522707
100,2722,0.000522463
100,2723,0.000522196
100,2724,0.000521958
100,2725,0.000521686
100,2726,0.000521453
100,2727,0.000521176
100,2728,0.000520948
100,2729,0.000520666
100,2730,0.000520444
100,2731,0.000520156
100,2732,0.00051994
100,2733,0.000519647
100,2734,0.000519436
100,2735,0.000519139
100,2736,0.000518933
100,2737,0.00051863
100,2738,0.00051843
100,2739,0.000518122
100,2740,0.000517927
100,2741,0.000517614
100,2742,0.000517425
100,2743,0.000517107
100,2744,0.000516923
100,2745,0.0005166
100,2746,0.000516421
100,2747,0.000516093
100,2748,0.00051592
100,2749,0.000515587
100,2750,0.000515419
100,2751,0.000515081
100,2752,0.000514918
100,2753,0.000514575
100,2754,0.000514418
100,2755,0.00051407
100,2756,0.000513918
100,2757,0.000513565
100,2758,0.000513418
100,2759,0.000513066
100,2760,0.000512919
100,2761,0.000512571
100,2762,0.00051242
100,2763,0.000512075
100,2764,0.000511921
100,2765,0.00051158
100,2766,0.000511422
100,2767,0.000511085
100,2768,0.000510924
100,2769,0.00051059
100,2770,0.000510427
100,2771,0.000510096
100,2772,0.000509929
100,2773,0.000509602
100,2774,0.000509432
100,2775,0.000509108
100,2776,0.000508935
100,2777,0.000508615
100,2778,0.000508439
100,2779,0.000508122
100,2780,0.000507943
100,2781,0.000507629
100,2782,0.000507447
100,2783,0.000507137
100,2784,0.000506952
100,2785,0.000506645
100,2786,0.000506457
100,2787,0.000506153
100,2788,0.000505962
100,2789,0.000505662
100,2790,0.000505467
100,2791,0.000505171
100,2792,0.000504973
100,2793,0.00050468
100,2794,0.00050448
100,2795,0.000504189
100,2796,0.000503986
100,2797,0.000503699
100,2798,0.000503493
100,2799,0.00050321
100,2800,0.000503
100,2801,0.00050272
100,2802,0.000502508
100,2803,0.000502231
100,2804,0.000502016
100,2805,0.000501742
100,2806,0.000501524
100,2807,0.000501254
100,2808,0.000501033
100,2809,0.000500766
100,2810,0.000500542
100,2811,0.000500278
100,2812,0.000500051
100,2813,0.000499791
100,2814,0.000499561
100,2815,0.000499304
100,2816,0.000499071
100,2817,0.000498817
100,2818,0.000498581
100,2819,0.00049833
100,2820,0.000498092
100,2821,0.000497844
100,2822,0.000497603
100,2823,0.000497359
100,2824,0.000497114
100,2825,0.000496873
100,2826,0.000496626
100,2827,0.000496388
100,2828,0.000496138
100,2829,0.000495903
100,2830,0.00049565
100,2831,0.000495419
100,2832,0.000495163
100,2833,0.000494935
100,2834,0.000494676
100,2835,0.000494451
100,2836,0.00049419
100,2837,0.000493968
100,2838,0.000493704
100,2839,0.000493485
100,2840,0.000493218
100,2841,0.000493002
100,2842,0.000492733
100,2843,0.00049252
100,2844,0.000492256
100,2845,0.000492037
100,2846,0.000491781
100,2847,0.000491556
100,2848,0.000491305
100,2849,0.000491074
100,2850,0.00049083
100,2851,0.000490593
100,2852,0.000490355
100,2853,0.000490113
100,2854,0.00048988
100,2855,0.000489632
100,2856,0.000489406
100,2857,0.000489152
100,2858,0.000488931
100,2859,0.000488682
100,2860,0.000488458
100,2861,0.000488213
100,2862,0.000487984
100,2863,0.000487743
100,2864,0.000487511
100,2865,0.000487274
100,2866,0.000487038
100,2867,0.000486805
100,2868,0.000486566
100,2869,0.000486337
100,2870,0.000486094
100,2871,0.000485869
100,2872,0.000485622
100,2873,0.000485401
100,2874,0.000485151
100,2875,0.000484934
100,2876,0.000484679
100,2877,0.000484466
100,2878,0.000484209
100,2879,0.000484
100,2880,0.000483738
100,2881,0.000483533
100,2882,0.000483268
100,2883,0.000483067
100,2884,0.000482798
100,2885,0.000482601
100,2886,0.000482328
100,2887,0.000482135
100,2888,0.000481859
100,2889,0.00048167
100,2890,0.00048139
100,2891,0.000481205
100,2892,0.000480922
100,2893,0.00048074
100,2894,0.000480454
100,2895,0.000480276
100,2896,0.000479986
100,2897,0.000479812
100,2898,0.000479518
100,2899,0.000479348
100,2900,0.000479051
100,2901,0.000478884
100,2902,0.000478584
100,2903,0.000478421
100,2904,0.000478117
100,2905,0.000477958
100,2906,0.000477651
100,2907,0.000477496
100,2908,0.000477185
100,2909,0.000477034
100,2910,0.000476719
100,2911,0.000476572
100,2912,0.000476254
100,2913,0.00047611
100,2914,0.000475789
100,2915,0.000475649
100,2916,0.000475325
100,2917,0.000475188
100,2918,0.00047486
100,2919,0.000474727
100,2920,0.000474396
100,2921,0.000474267
100,2922,0.000473933
100,2923,0.000473807
100,2924,0.000473469
100,2925,0.000473347
100,2926,0.000473007
100,2927,0.000472888
100,2928,0.000472544
100,2929,0.000472429
100,2930,0.000472082
100,2931,0.00047197
100,2932,0.00047162
100,2933,0.000471512
100,2934,0.000471158
100,2935,0.000471054
100,2936,0.000470697
100,2937,0.000470596
100,2938,0.000470236
100,2939,0.000470138
100,2940,0.000469775
100,2941,0.000469681
100,2942,0.000469315
100,2943,0.000469225
100,2944,0.000468855
100,2945,0.000468768
100,2946,0.000468395
100,2947,0.000468312
100,2948,0.000467936
100,2949,0.000467856
100,2950,0.000467477
100,2951,0.000467401
100,2952,0.000467018
100,2953,0.000466945
100,2954,0.00046656
100,2955,0.000466491
100,2956,0.000466102
100,2957,0.000466036
100,2958,0.000465645
100,2959,0.000465582
100,2960,0.000465187
100,2961,0.000465128
100,2962,0.00046473
100,2963,0.000464674
100,2964,0.000464274
100,2965,0.000464221
100,2966,0.000463823
100,2967,0.000463768
100,2968,0.000463373
100,2969,0.000463316
100,2970,0.000462924
100,2971,0.000462863
100,2972,0.000462475
100,2973,0.000462412
100,2974,0.000462026
100,2975,0.00046196
100,2976,0.000461578
100,2977,0.000461509
100,2978,0.00046113
100,2979,0.000461058
100,2980,0.000460682
100,2981,0.000460607
100,2982,0.000460236
100,2983,0.000460157
100,2984,0.000459791
100,2985,0.000459707
100,2986,0.000459346
100,2987,0.000459257
100,2988,0.000458901
100,2989,0.000458808
100,2990,0.000458457
100,2991,0.000458359
100,2992,0.000458013
100,2993,0.00045791
100,2994,0.000457569
100,2995,0.000457462
100,2996,0.000457126
100,2997,0.000457014
100,2998,0.000456683
100,2999,0.000456566
100,3000,0.00045624
100,3001,0.000456119
100,3002,0.000455798
100,3003,0.000455672
100,3004,0.000455356
100,3005,0.000455225
100,3006,0.000454914
100,3007,0.000454779
100,3008,0.000454472
100,3009,0.000454333
100,3010,0.000454031
100,3011,0.000453887
100,3012,0.00045359
100,3013,0.000453442
100,3014,0.00045315
100,3015,0.000452997
100,3016,0.000452709
100,3017,0.000452552
100,3018,0.00045227
100,3019,0.000452108
100,3020,0.00045183
100,3021,0.000451664
100,3022,0.000451391
100,3023,0.00045122
100,3024,0.000450952
100,3025,0.000450777
100,3026,0.000450513
100,3027,0.000450334
100,3028,0.000450075
100,3029,0.000449891
100,3030,0.000449637
100,3031,0.000449449
100,3032,0.000449199
100,3033,0.000449007
100,3034,0.000448762
100,3035,0.000448565
100,3036,0.000448324
100,3037,0.000448124
100,3038,0.000447888
100,3039,0.000447683
100,3040,0.000447451
100,3041,0.000447243
100,3042,0.000447015
100,3043,0.000446802
100,3044,0.000446579
100,3045,0.000446362
100,3046,0.000446144
100,3047,0.000445923
100,3048,0.000445709
100,3049,0.000445483
100,3050,0.000445274
100,3051,0.000445044
100,3052,0.000444839
100,3053,0.000444606
100,3054,0.000444405
100,3055,0.000444167
100,3056,0.000443971
100,3057,0.000443729
100,3058,0.000443538
100,3059,0.000443292
100,3060,0.000443104
100,3061,0.000442854
100,3062,0.000442672
100,3063,0.000442421
100,3064,0.000442239
100,3065,0.000441991
100,3066,0.000441807
100,3067,0.000441562
100,3068,0.000441375
100,3069,0.000441133
100,3070,0.000440943
100,3071,0.000440704
100,3072,0.000440512
100,3073,0.000440275
100,3074,0.000440081
100,3075,0.000439847
100,3076,0.00043965
100,3077,0.000439419
100,3078,0.00043922
100,3079,0.000438992
100,3080,0.00043879
100,3081,0.000438564
100,3082,0.00043836
100,3083,0.000438137
100,3084,0.000437931
100,3085,0.000437711
100,3086,0.000437502
100,3087,0.000437284
100,3088,0.000437073
100,3089,0.000436858
100,3090,0.000436645
100,3091,0.000436433
100,3092,0.000436217
100,3093,0.000436007
100,3094,0.000435789
100,3095,0.000435582
100,3096,0.000435361
100,3097,0.000435157
100,3098,0.000434934
100,3099,0.000434733
100,3100,0.000434508
100,3101,0.000434309
100,3102,0.000434081
100,3103,0.000433885
100,3104,0.000433655
100,3105,0.000433461
100,3106,0.000433229
100,3107,0.000433038
100,3108,0.000432804
100,3109,0.000432615
100,3110,0.000432379
100,3111,0.000432193
100,3112,0.000431954
100,3113,0.000431771
100,3114,0.000431529
100,3115,0.000431349
100,3116,0.000431105
100,3117,0.000430927
100,3118,0.000430681
100,3119,0.000430506
100,3120,0.000430258
100,3121,0.000430085
100,3122,0.000429835
100,3123,0.000429664
100,3124,0.000429412
100,3125,0.000429244
100,3126,0.000428989
100,3127,0.000428824
100,3128,0.000428567
100,3129,0.000428404
100,3130,0.000428145
100,3131,0.000427985
100,3132,0.000427724
100,3133,0.000427566
100,3134,0.000427303
100,3135,0.000427147
100,3136,0.000426882
100,3137,0.000426729
100,3138,0.000426461
100,3139,0.000426311
100,3140,0.000426041
100,3141,0.000425893
100,3142,0.000425621
100,3143,0.000425475
100,3144,0.000425202
100,3145,0.000425058
100,3146,0.000424786
100,3147,0.000424642
100,3148,0.000424371
100,3149,0.000424225
100,3150,0.000423957
100,3151,0.000423809
100,3152,0.000423543
100,3153,0.000423393
100,3154,0.00042313
100,3155,0.000422978
100,3156,0.000422717
100,3157,0.000422562
100,3158,0.000422304
100,3159,0.000422147
100,3160,0.000421891
100,3161,0.000421733
100,3162,0.000421479
100,3163,0.000421319
100,3164,0.000421067
100,3165,0.000420905
100,3166,0.000420656
100,3167,0.000420491
100,3168,0.000420244
100,3169,0.000420078
100,3170,0.000419833
100,3171,0.000419665
100,3172,0.000419423
100,3173,0.000419252
100,3174,0.000419013
100,3175,0.00041884
100,3176,0.000418603
100,3177,0.000418428
100,3178,0.000418193
100,3179,0.000418016
100,3180,0.000417784
100,3181,0.000417605
100,3182,0.000417374
100,3183,0.000417194
100,3184,0.000416966
100,3185,0.000416783
100,3186,0.000416557
100,3187,0.000416373
100,3188,0.000416149
100,3189,0.000415963
100,3190,0.000415742
100,3191,0.000415553
100,3192,0.000415334
100,3193,0.000415144
100,3194,0.000414927
100,3195,0.000414735
100,3196,0.00041452
100,3197,0.000414326
100,3198,0.000414114
100,3199,0.000413918
100,3200,0.000413708
100,3201,0.00041351
100,3202,0.000413302
100,3203,0.000413102
100,3204,0.000412896
100,3205,0.000412695
100,3206,0.000412491
100,3207,0.000412287
100,3208,0.000412086
100,3209,0.000411881
100,3210,0.000411681
100,3211,0.000411474
100,3212,0.000411277
100,3213,0.000411068
100,3214,0.000410873
100,3215,0.000410662
100,3216,0.00041047
100,3217,0.000410257
100,3218,0.000410066
100,3219,0.000409852
100,3220,0.000409663
100,3221,0.000409447
100,3222,0.000409261
100,3223,0.000409042
100,3224,0.000408858
100,3225,0.000408638
100,3226,0.000408456
100,3227,0.000408234
100,3228,0.000408055
100,3229,0.000407831
100,3230,0.000407653
100,3231,0.000407428
100,3232,0.000407252
100,3233,0.000407025
100,3234,0.000406851
100,3235,0.000406622
100,3236,0.000406451
100,3237,0.00040622
100,3238,0.000406051
100,3239,0.000405818
100,3240,0.000405651
100,3241,0.000405416
100,3242,0.000405252
100,3243,0.000405015
100,3244,0.000404853
100,3245,0.000404614
100,3246,0.000404454
100,3247,0.000404214
100,3248,0.000404055
100,3249,0.000403813
100,3250,0.000403657
100,3251,0.000403414
100,3252,0.000403259
100,3253,0.000403015
100,3254,0.000402862
100,3255,0.000402621
100,3256,0.000402464
100,3257,0.000402227
100,3258,0.000402068
100,3259,0.000401834
100,3260,0.000401671
100,3261,0.00040144
100,3262,0.000401275
100,3263,0.000401047
100,3264,0.000400879
100,3265,0.000400655
100,3266,0.000400483
100,3267,0.000400262
100,3268,0.000400088
100,3269,0.000399871
100,3270,0.000399693
100,3271,0.000399479
100,3272,0.000399298
100,3273,0.000399087
100,3274,0.000398904
100,3275,0.000398696
100,3276,0.00039851
100,3277,0.000398306
100,3278,0.000398116
100,3279,0.000397915
100,3280,0.000397723
100,3281,0.000397525
100,3282,0.00039733
100,3283,0.000397135
100,3284,0.000396937
100,3285,0.000396746
100,3286,0.000396545
100,3287,0.000396357
100,3288,0.000396153
100,3289,0.000395968
100,3290,0.000395761
100,3291,0.000395579
100,3292,0.00039537
100,3293,0.000395191
100,3294,0.000394979
100,3295,0.000394803
100,3296,0.000394588
100,3297,0.000394415
100,3298,0.000394197
100,3299,0.000394028
100,3300,0.000393807
100,3301,0.000393641
100,3302,0.000393417
100,3303,0.000393254
100,3304,0.000393028
100,3305,0.000392868
100,3306,0.000392639
100,3307,0.000392482
100,3308,0.00039225
100,3309,0.000392096
100,3310,0.000391861
100,3311,0.000391711
100,3312,0.000391473
100,3313,0.000391326
100,3314,0.000391085
100,3315,0.000390941
100,3316,0.000390698
100,3317,0.000390556
100,3318,0.000390311
100,3319,0.000390172
100,3320,0.000389924
100,3321,0.000389788
100,3322,0.000389537
100,3323,0.000389405
100,3324,0.000389151
100,3325,0.000389021
100,3326,0.000388765
100,3327,0.000388638
100,3328,0.000388379
100,3329,0.000388256
100,3330,0.000387994
100,3331,0.000387873
100,3332,0.000387609
100,3333,0.000387491
100,3334,0.000387224
100,3335,0.00038711
100,3336,0.000386842
100,3337,0.000386728
100,3338,0.000386463
100,3339,0.000386347
100,3340,0.000386083
100,3341,0.000385966
100,3342,0.000385704
100,3343,0.000385586
100,3344,0.000385326
100,3345,0.000385206
100,3346,0.000384947
100,3347,0.000384826
100,3348,0.000384569
100,3349,0.000384446
100,3350,0.000384192
100,3351,0.000384067
100,3352,0.000383814
100,3353,0.000383688
100,3354,0.000383437
100,3355,0.00038331
100,3356,0.00038306
100,3357,0.000382932
100,3358,0.000382684
100,3359,0.000382554
100,3360,0.000382307
100,3361,0.000382176
100,3362,0.000381932
100,3363,0.000381799
100,3364,0.000381556
100,3365,0.000381422
100,3366,0.000381181
100,3367,0.000381045
100,3368,0.000380806
100,3369,0.000380668
100,3370,0.000380431
100,3371,0.000380292
100,3372,0.000380057
100,3373,0.000379917
100,3374,0.000379683
100,3375,0.000379541
100,3376,0.000379309
100,3377,0.000379166
100,3378,0.000378936
100,3379,0.000378791
100,3380,0.000378562
100,3381,0.000378417
100,3382,0.00037819
100,3383,0.000378043
100,3384,0.000377817
100,3385,0.000377669
100,3386,0.000377445
100,3387,0.000377295
100,3388,0.000377073
100,3389,0.000376922
100,3390,0.000376701
100,3391,0.000376549
100,3392,0.00037633
100,3393,0.000376176
100,3394,0.000375959
100,3395,0.000375804
100,3396,0.000375588
100,3397,0.000375432
100,3398,0.000375218
100,3399,0.00037506
100,3400,0.000374848
100,3401,0.000374689
100,3402,0.000374478
100,3403,0.000374318
100,3404,0.000374109
100,3405,0.000373947
100,3406,0.00037374
100,3407,0.000373577
100,3408,0.000373371
100,3409,0.000373206
100,3410,0.000373002
100,3411,0.000372837
100,3412,0.000372634
100,3413,0.000372467
100,3414,0.000372266
100,3415,0.000372098
100,3416,0.000371899
100,3417,0.000371729
100,3418,0.000371532
100,3419,0.00037136
100,3420,0.000371165
100,3421,0.000370992
100,3422,0.000370798
100,3423,0.000370624
100,3424,0.000370432
100,3425,0.000370257
100,3426,0.000370065
100,3427,0.000369889
100,3428,0.0003697
100,3429,0.000369522
100,3430,0.000369334
100,3431,0.000369156
100,3432,0.000368969
100,3433,0.000368789
100,3434,0.000368604
100,3435,0.000368423
100,3436,0.00036824
100,3437,0.000368057
100,3438,0.000367876
100,3439,0.000367692
100,3440,0.000367512
100,3441,0.000367327
100,3442,0.000367148
100,3443,0.000366962
100,3444,0.000366785
100,3445,0.000366598
100,3446,0.000366422
100,3447,0.000366233
100,3448,0.000366059
100,3449,0.000365869
100,3450,0.000365697
100,3451,0.000365506
100,3452,0.000365335
100,3453,0.000365143
100,3454,0.000364973
100,3455,0.00036478
100,3456,0.000364612
100,3457,0.000364417
100,3458,0.000364251
100,3459,0.000364055
100,3460,0.00036389
100,3461,0.000363693
100,3462,0.000363529
100,3463,0.000363331
100,3464,0.000363169
100,3465,0.00036297
100,3466,0.000362809
100,3467,0.000362609
100,3468,0.00036245
100,3469,0.000362248
100,3470,0.00036209
100,3471,0.000361887
100,3472,0.000361731
100,3473,0.000361527
100,3474,0.000361373
100,3475,0.000361167
100,3476,0.000361014
100,3477,0.000360808
100,3478,0.000360656
100,3479,0.000360449
100,3480,0.000360298
100,3481,0.00036009
100,3482,0.000359941
100,3483,0.000359731
100,3484,0.000359584
100,3485,0.000359373
100,3486,0.000359227
100,3487,0.000359015
100,3488,0.000358871
100,3489,0.000358657
100,3490,0.000358514
100,3491,0.0003583
100,3492,0.000358158
100,3493,0.000357943
100,3494,0.000357803
100,3495,0.000357586
100,3496,0.000357448
100,3497,0.00035723
100,3498,0.000357093
100,3499,0.000356874
100,3500,0.000356738
100,3501,0.000356518
100,3502,0.000356384
100,3503,0.000356163
100,3504,0.000356029
100,3505,0.000355807
100,3506,0.000355676
100,3507,0.000355453
100,3508,0.000355322
100,3509,0.000355098
100,3510,0.000354969
100,3511,0.000354744
100,3512,0.000354616
100,3513,0.00035439
100,3514,0.000354264
100,3515,0.000354036
100,3516,0.000353912
100,3517,0.000353683
100,3518,0.00035356
100,3519,0.00035333
100,3520,0.000353208
100,3521,0.000352977
100,3522,0.000352857
100,3523,0.000352625
100,3524,0.000352506
100,3525,0.000352273
100,3526,0.000352155
100,3527,0.000351921
100,3528,0.000351805
100,3529,0.00035157
100,3530,0.000351454
100,3531,0.000351223
100,3532,0.000351105
100,3533,0.000350875
100,3534,0.000350755
100,3535,0.000350528
100,3536,0.000350406
100,3537,0.000350181
100,3538,0.000350057
100,3539,0.000349835
100,3540,0.000349709
100,3541,0.000349489
100,3542,0.00034936
100,3543,0.000349143
100,3544,0.000349012
100,3545,0.000348797
100,3546,0.000348665
100,3547,0.000348452
100,3548,0.000348317
100,3549,0.000348107
100,3550,0.00034797
100,3551,0.000347762
100,3552,0.000347624
100,3553,0.000347418
100,3554,0.000347277
100,3555,0.000347073
100,3556,0.000346931
100,3557,0.00034673
100,3558,0.000346585
100,3559,0.000346386
100,3560,0.00034624
100,3561,0.000346043
100,3562,0.000345895
100,3563,0.0003457
100,3564,0.00034555
100,3565,0.000345357
100,3566,0.000345205
100,3567,0.000345015
100,3568,0.000344861
100,3569,0.000344673
100,3570,0.000344517
100,3571,0.000344331
100,3572,0.000344173
100,3573,0.00034399
100,3574,0.00034383
100,3575,0.000343649
100,3576,0.000343487
100,3577,0.000343308
100,3578,0.000343144
100,3579,0.000342967
100,3580,0.000342801
100,3581,0.000342627
100,3582,0.000342459
100,3583,0.000342287
100,3584,0.000342117
100,3585,0.000341947
100,3586,0.000341776
100,3587,0.000341608
100,3588,0.000341435
100,3589,0.000341269
100,3590,0.000341094
100,3591,0.00034093
100,3592,0.000340753
100,3593,0.000340592
100,3594,0.000340413
100,3595,0.000340253
100,3596,0.000340073
100,3597,0.000339915
100,3598,0.000339733
100,3599,0.000339578
100,3600,0.000339393
100,3601,0.000339241
100,3602,0.000339054
100,3603,0.000338904
100,3604,0.000338715
100,3605,0.000338567
100,3606,0.000338377
100,3607,0.00033823
100,3608,0.000338039
100,3609,0.000337894
100,3610,0.000337701
100,3611,0.000337558
100,3612,0.000337363
100,3613,0.000337223
100,3614,0.000337026
100,3615,0.000336888
100,3616,0.000336689
100,3617,0.000336553
100,3618,0.000336352
100,3619,0.000336218
100,3620,0.000336016
100,3621,0.000335884
100,3622,0.00033568
100,3623,0.00033555
100,3624,0.000335344
100,3625,0.000335216
100,3626,0.000335008
100,3627,0.000334883
100,3628,0.000334676
100,3629,0.000334549
100,3630,0.000334344
100,3631,0.000334216
100,3632,0.000334013
100,3633,0.000333884
100,3634,0.000333682
100,3635,0.000333552
100,3636,0.000333351
100,3637,0.00033322
100,3638,0.000333021
100,3639,0.000332888
100,3640,0.00033269
100,3641,0.000332557
100,3642,0.00033236
100,3643,0.000332225
100,3644,0.000332031
100,3645,0.000331895
100,3646,0.000331702
100,3647,0.000331564
100,3648,0.000331373
100,3649,0.000331234
100,3650,0.000331044
100,3651,0.000330904
100,3652,0.000330716
100,3653,0.000330574
100,3654,0.000330387
100,3655,0.000330245
100,3656,0.00033006
100,3657,0.000329916
100,3658,0.000329732
100,3659,0.000329587
100,3660,0.000329405
100,3661,0.000329259
100,3662,0.000329078
100,3663,0.00032893
100,3664,0.000328751
100,3665,0.000328603
100,3666,0.000328425
100,3667,0.000328275
100,3668,0.000328099
100,3669,0.000327948
100,3670,0.000327773
100,3671,0.000327621
100,3672,0.000327447
100,3673,0.000327294
100,3674,0.000327122
100,3675,0.000326968
100,3676,0.000326797
100,3677,0.000326641
100,3678,0.000326472
100,3679,0.000326316
100,3680,0.000326148
100,3681,0.00032599
100,3682,0.000325824
100,3683,0.000325665
100,3684,0.0003255
100,3685,0.00032534
100,3686,0.000325177
100,3687,0.000325015
100,3688,0.000324853
100,3689,0.000324691
100,3690,0.00032453
100,3691,0.000324367
100,3692,0.000324208
100,3693,0.000324043
100,3694,0.000323885
100,3695,0.000323719
100,3696,0.000323563
100,3697,0.000323396
100,3698,0.000323242
100,3699,0.000323073
100,3700,0.00032292
100,3701,0.000322751
100,3702,0.000322599
100,3703,0.000322428
100,3704,0.000322278
100,3705,0.000322106
100,3706,0.000321957
100,3707,0.000321785
100,3708,0.000321637
100,3709,0.000321463
100,3710,0.000321317
100,3711,0.000321142
100,3712,0.000320997
100,3713,0.000320821
100,3714,0.000320678
100,3715,0.0003205
100,3716,0.000320358
100,3717,0.00032018
100,3718,0.000320039
100,3719,0.00031986
100,3720,0.000319721
100,3721,0.00031954
100,3722,0.000319402
100,3723,0.000319221
100,3724,0.000319084
100,3725,0.000318902
100,3726,0.000318767
100,3727,0.000318583
100,3728,0.000318449
100,3729,0.000318264
100,3730,0.000318132
100,3731,0.000317946
100,3732,0.000317815
100,3733,0.000317628
100,3734,0.000317498
100,3735,0.00031731
100,3736,0.000317182
100,3737,0.000316993
100,3738,0.000316866
100,3739,0.000316676
100,3740,0.00031655
100,3741,0.000316359
100,3742,0.000316235
100,3743,0.000316042
100,3744,0.000315919
100,3745,0.000315726
100,3746,0.000315605
100,3747,0.00031541
100,3748,0.00031529
100,3749,0.000315095
100,3750,0.000314976
100,3751,0.000314779
100,3752,0.000314661
100,3753,0.000314464
100,3754,0.000314348
100,3755,0.000314149
100,3756,0.000314034
100,3757,0.000313835
100,3758,0.000313721
100,3759,0.00031352
100,3760,0.000313408
100,3761,0.000313206
100,3762,0.000313095
100,3763,0.000312893
100,3764,0.000312783
100,3765,0.000312579
100,3766,0.000312471
100,3767,0.000312266
100,3768,0.000312159
100,3769,0.000311953
100,3770,0.000311848
100,3771,0.000311641
100,3772,0.000311536
100,3773,0.000311329
100,3774,0.000311225
100,3775,0.000311017
100,3776,0.000310915
100,3777,0.000310705
100,3778,0.000310604
100,3779,0.000310394
100,3780,0.000310294
100,3781,0.000310083
100,3782,0.000309984
100,3783,0.000309772
100,3784,0.000309675
100,3785,0.000309461
100,3786,0.000309366
100,3787,0.000309151
100,3788,0.000309057
100,3789,0.000308841
100,3790,0.000308748
100,3791,0.000308531
100,3792,0.000308439
100,3793,0.000308222
100,3794,0.000308131
100,3795,0.000307913
100,3796,0.000307823
100,3797,0.000307604
100,3798,0.000307516
100,3799,0.000307296
100,3800,0.000307209
100,3801,0.000306987
100,3802,0.000306902
100,3803,0.000306679
100,3804,0.000306595
100,3805,0.000306372
100,3806,0.000306288
100,3807,0.000306064
100,3808,0.000305982
100,3809,0.000305757
100,3810,0.000305676
100,3811,0.00030545
100,3812,0.000305371
100,3813,0.000305144
100,3814,0.000305065
100,3815,0.000304838
100,3816,0.00030476
100,3817,0.000304532
100,3818,0.000304456
100,3819,0.000304226
100,3820,0.000304151
100,3821,0.000303921
100,3822,0.000303847
100,3823,0.000303615
100,3824,0.000303543
100,3825,0.000303311
100,3826,0.000303239
100,3827,0.000303006
100,3828,0.000302936
100,3829,0.000302702
100,3830,0.000302633
100,3831,0.000302399
100,3832,0.00030233
100,3833,0.000302097
100,3834,0.000302028
100,3835,0.000301796
100,3836,0.000301725
100,3837,0.000301494
100,3838,0.000301423
100,3839,0.000301193
100,3840,0.000301122
100,3841,0.000300893
100,3842,0.00030082
100,3843,0.000300592
100,3844,0.000300519
100,3845,0.000300292
100,3846,0.000300218
100,3847,0.000299992
100,3848,0.000299918
100,3849,0.000299693
100,3850,0.000299617
100,3851,0.000299393
100,3852,0.000299317
100,3853,0.000299094
100,3854,0.000299017
100,3855,0.000298795
100,3856,0.000298718
100,3857,0.000298497
100,3858,0.000298419
100,3859,0.000298199
100,3860,0.00029812
100,3861,0.000297901
100,3862,0.000297821
100,3863,0.000297603
100,3864,0.000297523
100,3865,0.000297306
100,3866,0.000297225
100,3867,0.000297008
100,3868,0.000296927
100,3869,0.000296712
100,3870,0.000296629
100,3871,0.000296415
100,3872,0.000296332
100,3873,0.000296119
100,3874,0.000296035
100,3875,0.000295823
100,3876,0.000295738
100,3877,0.000295527
100,3878,0.000295442
100,3879,0.000295231
100,3880,0.000295146
100,3881,0.000294936
100,3882,0.00029485
100,3883,0.000294641
100,3884,0.000294554
100,3885,0.000294346
100,3886,0.000294259
100,3887,0.000294052
100,3888,0.000293964
100,3889,0.000293758
100,3890,0.000293669
100,3891,0.000293464
100,3892,0.000293375
100,3893,0.00029317
100,3894,0.00029308
100,3895,0.000292877
100,3896,0.000292786
100,3897,0.000292585
100,3898,0.000292493
100,3899,0.000292293
100,3900,0.000292199
100,3901,0.000292001
100,3902,0.000291906
100,3903,0.000291709
100,3904,0.000291613
100,3905,0.000291418
100,3906,0.000291321
100,3907,0.000291127
100,3908,0.000291028
100,3909,0.000290836
100,3910,0.000290736
100,3911,0.000290546
100,3912,0.000290444
100,3913,0.000290255
100,3914,0.000290153
100,3915,0.000289965
100,3916,0.000289862
100,3917,0.000289676
100,3918,0.000289571
100,3919,0.000289386
100,3920,0.00028928
100,3921,0.000289097
100,3922,0.00028899
100,3923,0.000288808
100,3924,0.000288699
100,3925,0.000288519
100,3926,0.00028841
100,3927,0.000288231
100,3928,0.00028812
100,3929,0.000287943
100,3930,0.000287831
100,3931,0.000287655
100,3932,0.000287542
100,3933,0.000287368
100,3934,0.000287253
100,3935,0.00028708
100,3936,0.000286964
100,3937,0.000286793
100,3938,0.000286676
100,3939,0.000286506
100,3940,0.000286388
100,3941,0.00028622
100,3942,0.0002861
100,3943,0.000285934
100,3944,0.000285813
100,3945,0.000285648
100,3946,0.000285526
100,3947,0.000285362
100,3948,0.000285239
