N,steps,min,max,total
100,874,0,1,4.0865e+08
100,875,0,1,4.09117e+08
100,876,0,1,4.09584e+08
100,877,0,1,4.10051e+08
100,878,0,1,4.10518e+08
100,879,0,1,4.10985e+08
100,880,0,1,4.11452e+08
100,881,0,1,4.11919e+08
100,882,0,1,4.12386e+08
100,883,0,1,4.12853e+08
100,884,0,1,4.1332e+08
100,885,0,1,4.13787e+08
100,886,0,1,4.14254e+08
100,887,0,1,4.14721e+08
100,888,0,1,4.15188e+08
100,889,0,1,4.15655e+08
100,890,0,1,4.16122e+08
100,891,0,1,4.16589e+08
100,892,0,1,4.17056e+08
100,893,0,1,4.17523e+08
100,894,0,1,4.1799e+08
100,895,0,1,4.18457e+08
100,896,0,1,4.18924e+08
100,897,0,1,4.19391e+08
100,898,0,1,4.19858e+08
100,899,0,1,4.20325e+08
100,900,0,1,4.20792e+08
100,901,0,1,4.21259e+08
100,902,0,1,4.21726e+08
100,903,0,1,4.22193e+08
100,904,0,1,4.2266e+08
100,905,0,1,4.23127e+08
100,906,0,1,4.23594e+08
100,907,0,1,4.24061e+08
100,908,0,1,4.24528e+08
100,909,0,1,4.24995e+08
100,910,0,1,4.25462e+08
100,911,0,1,4.25929e+08
100,912,0,1,4.26397e+08
100,913,0,1,4.26864e+08
100,914,0,1,4.27331e+08
100,915,0,1,4.27798e+08
100,916,0,1,4.28265e+08
100,917,0,1,4.28732e+08
100,918,0,1,4.29199e+08
100,919,0,1,4.29666e+08
100,920,0,1,4.30133e+08
100,921,0,1,4.306e+08
100,922,0,1,4.31067e+08
100,923,0,1,4.31534e+08
100,924,0,1,4.32001e+08
100,925,0,1,4.32468e+08
100,926,0,1,4.32935e+08
100,927,0,1,4.33402e+08
100,928,0,1,4.33869e+08
100,929,0,1,4.34336e+08
100,930,0,1,4.34803e+08
100,931,0,1,4.3527e+08
100,932,0,1,4.35737e+08
100,933,0,1,4.36204e+08
100,934,0,1,4.36671e+08
100,935,0,1,4.37138e+08
100,936,0,1,4.37605e+08
100,937,0,1,4.38072e+08
100,938,0,1,4.38539e+08
100,939,0,1,4.39006e+08
100,940,0,1,4.39473e+08
100,941,0,1,4.3994e+08
100,942,0,1,4.40407e+08
100,943,0,1,4.40874e+08
100,944,0,1,4.41341e+08
100,945,0,1,4.41808e+08
100,946,0,1,4.42275e+08
100,947,0,1,4.42742e+08
100,948,0,1,4.43209e+08
100,949,0,1,4.43676e+08
100,950,0,1,4.44143e+08
100,951,0,1,4.4461e+08
100,952,0,1,4.45077e+08
100,953,0,1,4.45544e+08
100,954,0,1,4.46012e+08
100,955,0,1,4.46479e+08
100,956,0,1,4.46946e+08
100,957,0,1,4.47413e+08
100,958,0,1,4.4788e+08
100,959,0,1,4.48347e+08
100,960,0,1,4.48814e+08
100,961,0,1,4.49281e+08
100,962,0,1,4.49748e+08
100,963,0,1,4.50215e+08
100,964,0,1,4.50682e+08
100,965,0,1,4.51149e+08
100,966,0,1,4.51616e+08
100,967,0,1,4.52083e+08
100,968,0,1,4.5255e+08
100,969,0,1,4.53017e+08
100,970,0,1,4.53484e+08
100,971,0,1,4.53951e+08
100,972,0,1,4.54418e+08
100,973,0,1,4.54885e+08
100,974,0,1,4.55352e+08
100,975,0,1,4.55819e+08
100,976,0,1,4.56286e+08
100,977,0,1,4.56753e+08
100,978,0,1,4.5722e+08
100,979,0,1,4.57687e+08
100,980,0,1,4.58154e+08
100,981,0,1,4.58621e+08
100,982,0,1,4.59088e+08
100,983,0,1,4.59555e+08
100,984,0,1,4.60022e+08
100,985,0,1,4.60489e+08
100,986,0,1,4.60956e+08
100,987,0,1,4.61423e+08
100,988,0,1,4.6189e+08
100,989,0,1,4.62357e+08
100,990,0,1,4.62824e+08
100,991,0,1,4.63291e+08
100,992,0,1,4.63758e+08
100,993,0,1,4.64225e+08
100,994,0,1,4.64692e+08
100,995,0,1,4.65159e+08
100,996,0,1,4.65627e+08
100,997,0,1,4.66094e+08
100,998,0,1,4.66561e+08
100,999,0,1,4.67028e+08
100,1000,0,1,4.67495e+08
